khanypixy,Michael Temple,1992-3-11,Syria,6304,Offlaner,Ursa
zywenykykh,Cary Cano,2002-10-6,Somalia,7471,Carry,Sven
khewochykhiq,Steven Tovar,1997-1-25,Suriname,9141,Carry,Weaver
ugaxyzi,Bernadette Holyfield,2004-1-24,Swaziland,5306,Offlaner,Silencer
tiqofatux,Mildred Vaz,1996-7-18,Antigua & Deps,8671,Support,Windranger
uwychup,Ronald Drummond,2000-8-21,St Lucia,5349,Carry,Silencer
inelehykhy,Brian Caron,2000-3-25,Korea North,6744,Support,Night Stalker
achuzoveta,Jerry Woolum,1998-4-9,Kenya,7469,Full Support,Doom
vodinuqo,Rena Nave,1990-4-26,Namibia,8674,Full Support,Outworld Destroyer
heketoc,Manuel Phillips,1990-12-10,Guinea,9413,Carry,Dazzle
lilytapu,Nathaniel Breckenridge,1996-2-17,Albania,6174,Offlaner,Dark Seer
oguhyvuv,Mary Miceli,1992-4-20,Dominican Republic,7016,Support,Lich
athozhadik,Marie King,1999-11-16,South Africa,8507,Full Support,Monkey King
abexaga,Jorge Fields,1999-10-13,Czech Republic,6211,Full Support,Shadow Demon
uhopom,Allen Quinn,1998-11-1,Ghana,6852,Support,Slardar
joshakhyxe,Diane James,2005-10-14,Sierra Leone,7604,Full Support,Drow Ranger
ijicybepu,Violet Swan,1991-9-3,United States,6511,Support,Slardar
cyshinukhiv,Frank Thomas,2004-6-17,Haiti,7872,Full Support,Outworld Destroyer
ydofereka,Doyle Hunt,1990-1-16,New Zealand,6070,Full Support,Clockwerk
othituqa,Kevin Reyes,2004-3-10,Tonga,7198,Offlaner,Ancient Apparition
alagica,Donald Bryant,1995-1-11,Eritrea,6442,Carry,Bounty Hunter
oligoj,Lupe Doyle,1991-4-15,Lesotho,5911,Carry,Hoodwink
bifybeku,Belinda Sparks,1987-11-23,Australia,6951,Full Support,Phoenix
pobebozich,David Gelabert,1993-2-26,Monaco,8719,Full Support,Wraith King
uzhojana,Irene Moody,1987-9-14,New Zealand,5560,Carry,Kunkka
xytathi,Marion Brewer,1986-7-22,Belize,9679,Support,Bane
onagoch,Guy Bacon,2000-4-5,Italy,6399,Midlane Carry,Drow Ranger
ekyherove,Jesse Clark,1987-5-23,Rwanda,8262,Support,Storm Spirit
zhakhutho,Gladys Kym,1993-9-22,Trinidad & Tobago,9690,Midlane Carry,Razor
jychopexyz,Virginia Brown,1992-5-6,Uganda,7573,Offlaner,Gyrocopter
yxyman,Amanda Ledesma,1986-8-25,Tunisia,5271,Carry,Oracle
ecythuchud,John Cook,2004-5-25,Kyrgyzstan,8581,Support,Batrider
zhishyfu,Zane Dotson,1988-6-12,Malaysia,6137,Support,Elder Titan
ikykenyc,Kenneth Smith,1992-6-11,Czech Republic,6441,Carry,Enchantress
dihimog,Larry Cline,1993-2-23,Sao Tome & Principe,5032,Carry,Undying
hyhyki,Stacey Hatch,2000-5-10,Djibouti,6357,Carry,Sven
qopyda,Kathleen Kearney,1992-2-10,Yemen,8193,Full Support,Snapfire
gekhiduzo,Zenobia Krieger,1996-9-22,Taiwan,9458,Midlane Carry,Ursa
uvunuho,Kari Fletcher,1988-4-22,Australia,6544,Offlaner,Undying
ukawer,Elizabeth Walton,1997-12-25,Saudi Arabia,6299,Full Support,Windranger
hoqigenyl,Frank Sanders,1999-3-4,Central African Rep,6237,Midlane Carry,Tusk
okusifiqy,Gregory Gambles,1988-3-12,Mozambique,9315,Midlane Carry,Alchemist
cashezen,Della Hamilton,1994-12-2,Iceland,5387,Full Support,Terrorblade
atukatig,Kenneth Rogers,1994-7-4,France,7744,Support,Lich
azakhisodo,Virginia Mellon,2001-10-25,Norway,9402,Carry,Drow Ranger
xujafy,William Wilder,1997-12-23,Poland,7195,Offlaner,Wraith King
ytachudashy,Nathan Mauldin,1989-7-7,Slovakia,8814,Support,Alchemist
bupykhuq,Henry Mason,2001-4-21,Russian Federation,5783,Midlane Carry,Morphling
pagevyci,Jennifer Westfall,1992-10-20,Kiribati,8388,Support,Morphling
khigijak,Anthony Rosa,1991-5-8,Kenya,9397,Carry,Razor
ichimukethe,Mary Powers,2003-11-4,Afghanistan,6392,Offlaner,Luna
fukethyship,Margie Ortiz,2002-12-15,Korea South,9069,Offlaner,Magnus
etypith,Julie Staley,2002-12-4,Yemen,9246,Support,Brewmaster
izhathokexa,Roseann Mccall,1990-6-10,Guinea-Bissau,7550,Offlaner,Leshrac
qifowyfi,Sharon Schaffer,2005-1-20,Gambia,7926,Support,Earth Spirit
nuthani,Cora Storck,2002-11-27,Norway,8187,Carry,Shadow Shaman
benidyp,Darlene Dietz,1989-9-27,Central African Rep,7220,Midlane Carry,Storm Spirit
thazaxi,Rose Harloff,1992-6-18,Trinidad & Tobago,5475,Midlane Carry,Clinkz
shoreniz,Toni Bradley,1994-5-21,Armenia,8084,Carry,Life Stealer
vuwepuzu,Cecil Sweatt,1996-8-15,Rwanda,6138,Full Support,Visage
zhehamoqyj,Evelyn Smith,1995-9-25,Grenada,6309,Support,Medusa
ypobushucu,Edna Dotson,2001-7-28,Congo Democratic Rep,7243,Offlaner,Treant Protector
zhasekake,Clara Guzman,1988-11-14,St Kitts & Nevis,6185,Full Support,Phantom Assassin
ejychixi,James Hurd,1987-1-17,Egypt,8647,Carry,Mars
cikykhokh,Julia Villatoro,1991-5-28,Lebanon,6409,Midlane Carry,Lina
nithoceky,Gloria Robinson,2003-6-11,Syria,7076,Full Support,Bloodseeker
tochubash,David Doman,1999-4-7,Afghanistan,6079,Full Support,Jakiro
bazasy,Richard Luna,1992-5-4,Cyprus,9005,Support,Kunkka
echosychet,Randy Williams,1987-10-19,Thailand,9166,Support,Clinkz
efiqyluh,Samuel Spillman,1998-11-25,Yemen,8825,Offlaner,Troll Warlord
jutodel,Raymond Cassidy,1986-10-24,Mozambique,9437,Support,Drow Ranger
oshegizh,Maria Tomaszewski,2004-1-26,New Zealand,7928,Full Support,Ursa
nevisy,Melony Rice,2005-10-28,Hungary,5529,Support,Shadow Fiend
juqochen,Donnie Banks,2003-8-23,Azerbaijan,9591,Support,Shadow Shaman
huzhygu,Frank Brown,1999-7-7,Kenya,7380,Carry,Lycan
quvizu,Jimmie Willis,1987-8-12,Azerbaijan,6544,Carry,Batrider
luzulek,Patricia Friedman,1990-2-10,Sweden,7634,Full Support,Razor
ynabaqa,Jerry Morales,2001-3-4,Uganda,5589,Full Support,Tiny
udusoch,Scott Johnston,1985-9-24,Cuba,7348,Offlaner,Phoenix
zafizhep,William Bryant,1985-3-14,Switzerland,7262,Carry,Juggernaut
sithuhyji,Joan Barnes,1999-10-15,Angola,9866,Midlane Carry,Winter Wyvern
ecirufa,Eleanor Fordham,1989-1-25,Portugal,6509,Offlaner,Drow Ranger
kuhabikhuz,Tracy Ferrel,1992-1-21,Liechtenstein,6371,Midlane Carry,Queen of Pain
thomipeshus,Charles Mcirvin,2005-4-1,Nauru,8542,Full Support,Hoodwink
etizhohyqe,Consuelo Trevino,1988-10-3,Andorra,9485,Carry,Visage
izipus,Alan Mcgee,2001-1-27,Tunisia,6934,Midlane Carry,Morphling
xukhichethush,Casandra Fridley,1998-5-24,Pakistan,8061,Support,Death Prophet
qethyry,Thomas Pressley,1997-9-19,Denmark,6857,Offlaner,Terrorblade
voshaje,Adrianna Gomez,1994-4-20,Sao Tome & Principe,6622,Midlane Carry,Gyrocopter
alilogy,Quinn Penrose,1987-1-1,Congo,9572,Carry,Jakiro
nymafe,Alfred Armstrong,2003-6-27,Marshall Islands,7000,Offlaner,Legion Commander
dyquzyqech,Joseph Flynn,2002-7-5,Iran,6464,Support,Omni Knight
fowifahu,Betty Rothrock,2005-8-23,Egypt,9728,Midlane Carry,Queen of Pain
ubafif,Bob Edenfield,1997-7-1,Jamaica,6226,Support,Pudge
izysyrun,Willie Dolan,2004-9-21,Venezuela,6102,Offlaner,Grimstroke
ybodati,Mildred Blasengame,1988-1-13,Germany,6896,Offlaner,Shadow Shaman
xykirel,Clyde Skidmore,1993-11-11,St Kitts & Nevis,6020,Full Support,Oracle
rokatefet,Frank Rork,2004-12-9,South Sudan,8788,Carry,Visage
athokokhashe,Cathy Allison,1987-1-10,Tunisia,6635,Carry,Clockwerk
ikogiq,Christopher Litchfield,1990-7-16,Tajikistan,9142,Support,Huskar
nepazy,Gregory Alu,1998-7-22,Malta,9669,Full Support,Meepo
ochecenox,Maxine Hardy,2000-8-18,St Lucia,7013,Offlaner,Clockwerk
ulamevekh,Kathryn Jensen,1999-4-1,Vanuatu,7495,Support,Shadow Fiend
thishechaqa,Sophie Mccullers,2000-10-15,Indonesia,7037,Support,Crystal Maiden
lychawyla,Gabriel Thomas,1993-4-18,Czech Republic,8579,Full Support,Snapfire
vusyduqa,Vicki Perkins,1986-5-28,Nepal,8457,Full Support,Slark
vadisum,Robert Blau,1990-9-13,Swaziland,7132,Offlaner,Grimstroke
yxonyr,Roger Colley,2000-10-18,Sudan,5806,Midlane Carry,Phantom Assassin
iqekoveja,Marjorie Armstrong,2000-6-18,Kazakhstan,7781,Carry,Visage
uqotawaky,Karen Dow,1994-1-19,Morocco,5013,Carry,Lion
kakochowut,Mary Lange,1989-6-14,Saudi Arabia,9140,Midlane Carry,Slardar
evekhopyf,Cheryl Hicks,1992-2-19,Zambia,5294,Support,Lycan
xusezegaj,Jason Rizzi,1993-2-3,Togo,9018,Offlaner,Dark Willow
zhichagihu,George Harrison,1995-8-28,Costa Rica,6652,Carry,Troll Warlord
ykhatuchun,Sylvia Huffman,2001-3-4,Brazil,5529,Offlaner,Chaos Knight
dehukho,Cathie Green,1994-9-13,Uruguay,8587,Offlaner,Luna
cucolem,Richard Crutchfield,1992-11-11,Israel,6182,Offlaner,Morphling
bujezo,Bryan Smith,1997-9-7,Singapore,7549,Full Support,Slardar
gumogobish,Joann Cooper,1987-5-19,Papua New Guinea,7733,Full Support,Oracle
pelyvyf,Craig Walker,1996-1-27,Romania,5063,Support,Nature’s Prophet
thivafoda,Kirk Berson,1987-12-20,Benin,9941,Support,Death Prophet
ekuzhovuce,Chad Rowan,2001-7-17,Jordan,7478,Carry,Kunkka
thyjexezh,Dorothy Scott,1989-9-11,Guinea-Bissau,5934,Support,Chen
echozhykh,Robert Anderson,2004-5-18,United Kingdom,7810,Support,Batrider
erezozy,Carl Connolly,2001-9-23,Suriname,8595,Carry,Magnus
lopure,Alice Grove,2001-3-2,Iraq,5363,Midlane Carry,Sniper
ynarary,Evelyn Smith,1997-6-21,Paraguay,5905,Full Support,Nature’s Prophet
ygumikycy,Gene Santiago,1990-1-9,Trinidad & Tobago,9164,Support,Vengeful Spirit
poboqopo,Craig Ballantyne,1997-2-28,Fiji,5611,Carry,Outworld Destroyer
akothiw,Danette Connaughton,1985-3-16,El Salvador,9941,Midlane Carry,Dark Willow
unidithushu,Frank Zumbrunnen,2005-12-7,Azerbaijan,7892,Full Support,Dark Willow
yzesis,Mary Willis,2005-8-22,Austria,9594,Full Support,Io
ewegero,Greg Flowers,1996-1-4,Turkmenistan,5575,Carry,Lina
garawila,Roslyn Brewer,1992-3-3,Jamaica,7739,Midlane Carry,Winter Wyvern
gychakhoja,Robert Parker,1993-2-16,Luxembourg,6570,Carry,Enigma
ugetigek,Beau Lowe,2004-4-10,Mexico,8725,Midlane Carry,Io
jyhopik,Johnie Miller,2001-11-20,Sao Tome & Principe,7313,Carry,Pangolier
kyrurimag,Florence Ligget,2004-5-10,Israel,6834,Support,Lycan
ozycuc,Anna Collins,1992-12-28,Chile,6509,Midlane Carry,Lich
ucisel,Thomas Maffei,2002-1-2,Liberia,6371,Full Support,Shadow Fiend
ohizuwa,Serena Stonis,1999-7-8,Namibia,8243,Carry,Dragon Knight
bezhoshyzod,Marlene Reynolds,1994-12-6,Qatar,5117,Support,Storm Spirit
sozufub,Nicole Brenner,1998-6-5,Brazil,5926,Carry,Meepo
zuhutomix,Trevor Baker,2001-5-10,United Arab Emirates,5915,Full Support,Drow Ranger
kosedy,Mark Heacock,1989-6-8,Libya,7284,Full Support,Tinker
wudashone,Micheal Worrell,2004-3-6,Nigeria,6676,Midlane Carry,Phantom Lancer
ochoxishuth,Renee Puglia,2005-12-13,Guinea,8854,Offlaner,Silencer
zixuvi,Derek Vassar,1996-7-23,Fiji,9007,Support,Ursa
kasabyfu,Richard Floyd,1988-5-17,Chile,5379,Support,Necrophos
ofashothijo,Rex William,1994-6-10,Nicaragua,8971,Full Support,Clinkz
inithuru,Shawn Scott,1987-5-11,Jamaica,8854,Offlaner,Ancient Apparition
lumuzaxob,Angela Mclennan,1987-7-28,Mali,5177,Full Support,Brewmaster
wavuqy,Darrin Mckeever,1988-4-28,Philippines,6865,Full Support,Luna
tinishukhi,Karen Dodson,2001-6-6,Fiji,9225,Full Support,Phantom Assassin
lipiwokh,Tina Todd,1999-3-20,South Africa,8380,Full Support,Alchemist
hifuno,Amanda Samuels,1996-1-5,Azerbaijan,6347,Carry,Tusk
ythethukemo,Wendy Herzog,1987-12-17,New Zealand,6917,Offlaner,Nature’s Prophet
akharypa,Christopher Romeo,1986-2-7,Mauritania,6428,Offlaner,Techies
ythefehu,Chris Brown,1988-7-5,Cuba,7377,Carry,Windranger
othajeho,Chris Boyd,1998-6-6,Antigua & Deps,5474,Offlaner,Rubik
upidowah,Everett Chang,1994-10-23,Paraguay,6239,Midlane Carry,Sven
bimiqiw,Joel Kirchner,2005-10-1,Antigua & Deps,9710,Carry,Lone Druid
thushetuk,Betty Hutchinson,2003-2-27,Trinidad & Tobago,8412,Offlaner,Vengeful Spirit
peqymethash,Doreen Gingerich,1991-1-25,Nauru,5997,Carry,Razor
ethashew,Lisa Branson,2005-2-5,Romania,9853,Midlane Carry,Brewmaster
fytakade,Angelia Musty,1994-1-8,Austria,7905,Full Support,Sniper
khurojomif,Teddy Mccusker,1995-10-7,Tonga,7718,Midlane Carry,Lion
agygichothe,Roxanne Mentzer,2004-9-28,Croatia,6327,Full Support,Treant Protector
ifinajelu,Eva Yeh,1995-9-9,Singapore,8380,Support,Gyrocopter
iryripy,Genevieve Ly,2005-8-17,Bulgaria,9255,Midlane Carry,Slark
tyqigytha,Lee Linton,1998-2-3,Kyrgyzstan,5297,Full Support,Hoodwink
ofashishul,Steven Johnson,2005-6-24,Benin,9202,Carry,Visage
bafechoruz,Melinda Kennamore,1999-4-8,Pakistan,7735,Full Support,Rubik
vidupucach,Richard Cho,1999-3-12,Cuba,9956,Full Support,Earthshaker
ezirag,Alma Combs,1991-1-13,Cuba,5180,Full Support,Shadow Demon
tibadude,Jason Wheeler,2005-8-25,Jamaica,7970,Support,Pangolier
fipotoshy,Paul Walker,1995-7-23,Solomon Islands,9143,Full Support,Clinkz
okhezikhupo,Randall Downey,2002-6-23,Slovakia,7079,Offlaner,Tinker
ytuzheposh,Brian Wortman,1992-7-19,Austria,6583,Support,Phoenix
ykashos,Natalie Goodman,1998-12-3,Libya,7154,Carry,Mirana
ethahel,Nicole Hyman,1996-3-19,Korea North,7426,Carry,Elder Titan
yfiqanulo,Jesus Jacinto,1990-4-7,China,5016,Carry,Sven
wygithely,Jeffrey Anthony,2005-11-23,Bhutan,5298,Support,Huskar
zocokychyzh,Stacy Ortiz,2004-3-24,Lebanon,8650,Offlaner,Necrophos
enakyv,Avery Ervin,1997-12-6,Congo,9518,Offlaner,Jakiro
saxyhyzh,Larry Brown,1990-12-13,Morocco,7248,Midlane Carry,Faceless Void
omipob,Donnell Drake,2003-5-11,China,9310,Offlaner,Broodmother
evemoni,Regina Borton,1987-9-15,Chile,8381,Offlaner,Juggernaut
uqucutil,Stanley Shaw,1986-3-7,Swaziland,6988,Carry,Elder Titan
aduzhob,Dennis Hisaw,1986-1-14,Cameroon,7765,Carry,Invoker
epaxizhac,Gloria Thruston,1989-9-2,Hungary,5075,Carry,Shadow Demon
ythonesh,Brittany Johns,1990-11-13,Chad,9749,Offlaner,Razor
lashizhyha,David Tull,2000-8-16,Saudi Arabia,9253,Offlaner,Phantom Lancer
rechubufa,Donald Lopez,1990-6-24,Bahrain,9954,Full Support,Earthshaker
romychukh,Elaine Morefield,2001-11-22,Saudi Arabia,7590,Full Support,Jakiro
kohipok,Mollie Ross,2000-2-28,Korea South,7621,Full Support,Life Stealer
fekhucu,James Barahona,1996-6-23,Mauritius,7655,Carry,Chaos Knight
opihogo,Shelley Estrada,1985-3-23,Barbados,5392,Carry,Magnus
kelosyr,Clarence Beach,1988-11-24,Senegal,9681,Full Support,Faceless Void
azheqozhyx,Quinn Allen,2001-6-16,United States,5418,Carry,Vengeful Spirit
irachipa,Sheila Thomas,1989-10-8,Malaysia,5226,Midlane Carry,Shadow Demon
adichichosi,Keith Hall,1997-11-4,Malaysia,8688,Support,Skyrath Mage
othykhove,Javier Adams,2004-7-22,Belarus,5375,Offlaner,Dragon Knight
ylyxur,Gertrude Hicks,1992-7-23,Belgium,7417,Offlaner,Outworld Destroyer
shuvefi,Diane Eldridge,1997-3-3,Belize,8114,Carry,Rubik
esugedyl,Judith Kuhn,1999-2-12,Suriname,8635,Support,Hoodwink
sutulare,Roberta Ryan,1991-5-22,Portugal,6461,Support,Doom
jachymy,Ricky Tracy,2005-12-13,Tanzania,6662,Full Support,Queen of Pain
fugufa,William Swisher,1993-3-26,Bulgaria,5375,Support,Weaver
puvusyr,Yukiko Phelps,1998-7-7,Namibia,7680,Midlane Carry,Medusa
egofet,Rosa Burton,1986-6-20,Peru,6670,Full Support,Keeper of the Light
uwohishakhe,Virginia Stocker,2001-4-19,Kazakhstan,5958,Midlane Carry,Doom
huchanaco,Theresa Scavotto,1987-6-1,Switzerland,8635,Midlane Carry,Disruptor
ywukhalypa,Leo Hanson,1992-12-5,Denmark,6207,Carry,Disruptor
oshozykalo,Lois Strother,1995-10-22,Macedonia,5351,Offlaner,Wraith King
ydazof,August Hernandez,1993-4-1,Cape Verde,6253,Offlaner,Nature’s Prophet
belahuxeh,Esther Nunn,1998-12-19,Guinea-Bissau,6450,Full Support,Centaur Warrunner
epelod,Terri Garcia,1987-12-17,Vietnam,9652,Carry,Windranger
jyreryshid,James Weathers,2000-5-26,Singapore,5160,Support,Tinker
wukhejetic,Bette Klipfel,1988-3-15,Malawi,9305,Support,Phantom Lancer
eqokisazhe,William Soto,2002-7-24,Jamaica,9072,Full Support,Pugna
ohishedik,Emma Hilliard,1987-3-17,Burundi,7561,Full Support,Pudge
dathesa,Charles Pursifull,1988-3-17,Kosovo,5980,Offlaner,Chaos Knight
bozalucy,Thomas Etheridge,1990-6-20,Zimbabwe,7437,Midlane Carry,Sven
buqegybig,Alexandra Selfridge,2000-2-11,Germany,9261,Offlaner,Sven
ythozysuxu,Elaine Guerrero,1998-11-8,Ukraine,6320,Midlane Carry,Underlord
luzoxi,Candace Brenner,1997-6-16,Ukraine,5333,Midlane Carry,Mars
owinyja,Diana Smith,2002-11-1,El Salvador,6690,Carry,Lycan
zhunimakhuzh,Lisa Greene,1991-11-13,Norway,6207,Support,Meepo
ivagesh,John Carter,1998-10-8,Oman,5833,Offlaner,Leshrac
kheqypu,Jay Bardo,2004-2-25,South Sudan,9004,Carry,Slardar
izyquc,Florence Suggs,2004-11-9,Afghanistan,6026,Full Support,Medusa
kanefij,Mark Ehlers,1988-9-11,Azerbaijan,6330,Support,Lion
ryzhazykhy,Lisa Mayen,1989-9-12,Antigua & Deps,5595,Support,Tusk
liputho,Christopher Bica,2001-9-5,Taiwan,6801,Midlane Carry,Phantom Assassin
cesethup,Derrick Christensen,1993-6-2,Congo,7889,Support,Lich
emihokug,Lyla Barnes,1998-3-2,Dominica,7457,Offlaner,Skyrath Mage
oxureta,Gerard Wilson,1992-3-3,Slovenia,5981,Full Support,Chaos Knight
inysenepy,Stephanie Mcleod,1990-3-28,Argentina,5899,Support,Beastmaster
qipelove,Deborah Davis,2001-6-22,United Kingdom,6135,Full Support,Omni Knight
chequvy,Marc Stamm,1987-11-27,Rwanda,7921,Offlaner,Io
eqigekhys,Marshall Arellano,2002-11-17,Albania,8623,Support,Invoker
azoherypo,Marion Oconnell,1999-4-16,Malta,9450,Support,Jakiro
mychathythih,William Glover,1995-11-19,Madagascar,8916,Support,Axe
ixazhalizha,Ann Durham,2000-4-21,Indonesia,7058,Full Support,Jakiro
camoluh,Patricia Mack,1994-11-8,Portugal,5773,Full Support,Disruptor
irozhejokhu,Mildred Bryant,1990-1-20,Norway,5166,Carry,Winter Wyvern
rukheqe,Jeffrey Pena,1985-2-10,Botswana,7007,Carry,Puck
anynejuna,Robert Cheung,2000-4-14,Norway,9283,Full Support,Lina
kacanejeh,Wilma Rodgers,2001-3-5,East Timor,7734,Support,Dark Seer
darizhy,Michael Dempsey,1989-10-28,Bangladesh,6611,Offlaner,Underlord
ozehonob,Melissa Mize,2002-4-13,Lithuania,6104,Full Support,Clockwerk
jashonashe,Travis Salos,1987-10-12,Mexico,9073,Carry,Huskar
zhiqikhe,Marshall Wilson,1986-12-23,Lesotho,6275,Carry,Warlock
mepoqikhik,Coy Bostic,2005-6-16,Haiti,9093,Full Support,Magnus
ulukozh,Helen Cunningham,1989-8-22,Somalia,5639,Midlane Carry,Invoker
xojatupe,Nichole Singleton,1993-1-9,Antigua & Deps,7382,Midlane Carry,Phantom Assassin
vothashaxyx,Joann Garber,1996-8-17,Mali,8871,Offlaner,Lion
decoli,Teresa Sammons,2004-6-5,Cape Verde,7380,Midlane Carry,Shadow Demon
azheveqi,John Holquin,1996-1-5,Switzerland,8383,Offlaner,Crystal Maiden
azicuch,Patrick Honeycutt,2003-10-11,Czech Republic,6086,Carry,Mirana
ujehyse,Susan Sterlace,1990-9-28,Marshall Islands,6672,Offlaner,Doom
yropasho,John Walker,1985-11-3,New Zealand,9893,Midlane Carry,Winter Wyvern
ibulewo,Andrea Warner,1995-3-23,Micronesia,6891,Offlaner,Earth Spirit
imafybur,Cordia Harris,1995-5-5,Nigeria,8183,Offlaner,Phoenix
xazheryd,Michael Lehman,1989-3-18,Montenegro,8759,Support,Death Prophet
orozhezh,Judith Poole,2002-1-21,Nicaragua,7891,Support,Ursa
yhuwyrudo,Curtis Hosford,1992-4-3,Ukraine,8282,Offlaner,Warlock
taxijil,Lizette Hopkins,2005-1-12,Japan,7462,Offlaner,Mirana
evushifyz,Andrew Petrik,1994-6-27,Syria,8116,Midlane Carry,Ember Spirit
orukhijoc,Graham Neonakis,1991-7-20,Netherlands,6185,Support,Life Stealer
opopuqi,Shanon Morales,1991-12-18,El Salvador,7617,Full Support,Naga Siren
midoshinob,Allyson Buntin,1999-5-23,Laos,8548,Offlaner,Gyrocopter
